Name,RA,DEC,GLON,GLAT,r50,n07,pmRA,e_pmRA,pmDE,e_pmDE,plx,e_plx,Flag,Age,A,D_m,D_pc,X,Y,Z,Rgc
UBC_121,288.891,12.844,47.096,0.59,0.069,50,-1.238,0.084,-3.355,0.07,0.567,0.039,NN,8.21,2.19,11.03,1607,1094,1177,16,7340
Juchert_1,290.629,12.667,47.726,-0.997,0.024,53,-1.777,0.167,-4.609,0.163,0.232,0.089,tooRed,---,---,---,---,---,---,---,---
UPK_53,288.544,14.392,48.351,1.591,0.345,105,2.441,0.169,1.086,0.12,1.661,0.056,NN,8.66,0.98,8.97,621,412,464,17,7940
UPK_54,286.157,15.689,48.425,4.221,0.342,107,-0.558,0.151,-5.854,0.141,1.172,0.064,NN,8.07,0.94,9.53,807,534,602,59,7829
UPK_55,296.812,10.428,48.675,-7.348,0.259,46,-1.383,0.098,-6.87,0.089,1.252,0.04,NN,8.33,0.54,9.43,769,504,573,-98,7856
King_25,291.122,13.696,48.86,-0.934,0.052,124,-1.367,0.136,-3.958,0.154,0.31,0.072,NN,7.65,4.17,12.45,3089,2032,2326,-50,6723
UBC_122,288.142,15.717,49.302,2.556,0.078,92,-0.555,0.095,-3.132,0.119,0.358,0.039,NN,7.71,2.4,12.13,2671,1740,2023,119,6902
UBC_361,290.003,15.159,49.649,0.701,0.068,42,-1.712,0.076,-5.245,0.081,0.631,0.035,NN,7.56,1.75,10.84,1474,954,1123,18,7470
Berkeley_45,289.778,15.716,50.029,1.164,0.019,91,-1.336,0.1,-4.534,0.107,0.225,0.084,NN,8.79,2.88,12.61,3328,2137,2550,67,6706
King_26,292.237,14.882,50.417,-1.321,0.036,78,-2.344,0.129,-4.935,0.136,0.414,0.066,NN,8.37,2.71,11.79,2281,1453,1757,-52,7107
FSR_0133,292.448,15.561,51.111,-1.174,0.072,275,-2.37,0.209,-4.576,0.217,0.099,0.124,tooRed,---,---,---,---,---,---,---,---
UBC_27,294.337,15.589,52.016,-2.753,0.156,65,-0.827,0.09,-6.226,0.088,0.882,0.039,NN,8.77,1.47,10.28,1137,699,895,-54,7692
UBC_577,282.158,22.091,52.503,10.476,0.049,9,-1.038,0.118,3.065,0.072,0.997,0.02,NN,9.44,0,10.25,1122,671,875,204,7718
Berkeley_47,292.127,17.362,52.545,-0.041,0.029,52,-1.894,0.094,-5.444,0.101,0.402,0.053,NN,7.34,4.02,11.93,2437,1482,1934,-1,7125
Alessi_62,284.026,21.597,52.816,8.685,0.256,142,0.245,0.157,-1.074,0.178,1.591,0.064,NN,8.84,0.78,9.07,650,388,512,98,7967
Berkeley_44,289.313,19.55,53.218,3.343,0.05,192,0.007,0.125,-2.834,0.14,0.303,0.066,NN,9.16,2.75,12.28,2863,1711,2289,167,7012
UBC_26,285.37,22.02,53.753,7.748,0.717,64,2.049,0.164,-5.176,0.205,1.661,0.033,NN,7.55,0.76,8.83,582,341,465,78,8012
Teutsch_42,292.554,18.535,53.769,0.163,0.005,13,-3.116,0.115,-5.83,0.147,0.182,0.084,tooRed,---,---,---,---,---,---,---,---
Gulliver_28,293.559,18.059,53.813,-0.902,0.555,57,-4.485,0.158,-3.4,0.136,1.581,0.065,NN,8.53,0.97,9.01,634,374,512,-9,7981
Kronberger_79,293.478,18.522,54.18,-0.611,0.015,59,-2.718,0.108,-5.33,0.117,0.148,0.095,tooRed,---,---,---,---,---,---,---,---
UBC_123,294.181,18.247,54.261,-1.332,0.054,61,-2.102,0.091,-4.725,0.078,0.39,0.026,NN,8.41,2.41,11.88,2371,1384,1924,-55,7216
UBC_9,276.544,26.432,54.469,16.897,0.437,25,0.651,0.144,-5.404,0.136,2.869,0.038,NN,7.42,0.15,7.74,353,196,275,102,8148
UPK_62,289.727,20.823,54.525,3.593,0.105,32,-0.451,0.093,-5.423,0.076,1.085,0.066,notEnoughStars,---,---,---,---,---,---,---,---
Teutsch_27,294.343,18.7,54.735,-1.24,0.009,13,-2.924,0.053,-6.308,0.059,0.245,0.046,NN,7.51,3.03,13.17,4303,2483,3512,-93,6828
NGC_6802,292.651,20.262,55.328,0.913,0.048,329,-2.814,0.114,-6.438,0.125,0.309,0.067,NN,8.82,2.37,12.2,2753,1566,2264,43,7142
UPK_65,286.514,23.337,55.403,7.36,0.248,32,-1.84,0.104,-3.587,0.086,1.291,0.036,NN,8.44,0.8,9.36,744,419,607,95,7944
UBC_124,295.404,19.036,55.523,-1.948,0.078,61,-1.893,0.101,-5.26,0.067,0.363,0.042,NN,8.07,2.52,12.09,2621,1483,2159,-89,7188
UPK_66,305.39,13.509,55.778,-13.021,0.29,37,0.496,0.116,-9.95,0.139,1.459,0.047,NN,8.17,0.26,9.12,666,365,536,-150,7992
UBC_125,288.881,22.968,56.088,5.279,0.138,38,-1.135,0.083,-4.054,0.081,0.762,0.027,NN,8.76,1.38,10.62,1332,740,1101,122,7678
NGC_6793,290.817,22.159,56.186,3.318,0.227,185,3.795,0.186,3.544,0.177,1.669,0.055,NN,8.49,0.74,8.99,628,349,521,36,8007
UBC_126,294.985,20.054,56.214,-1.103,0.043,37,-1.855,0.087,-4.391,0.076,0.366,0.022,NN,7.3,2.62,11.97,2482,1380,2062,-47,7259
Harvard_20,298.321,18.345,56.312,-4.686,0.079,36,-1.732,0.089,-4.447,0.083,0.461,0.049,NN,8.16,0.51,11.39,1898,1049,1574,-155,7458
Gulliver_55,297.833,18.661,56.348,-4.127,0.085,23,-2.043,0.08,-2.53,0.072,0.369,0.026,manual,9.3,0.92,11.87,2369,1309,1967,-170,7300
Czernik_40,295.661,21.145,57.474,-1.114,0.078,62,-2.249,0.119,-4.613,0.165,0.207,0.088,NN,7.4,3.43,13.32,4610,2478,3886,-89,7032
LP_321,296.389,21.153,57.819,-1.698,0.076,212,-0.36,0.132,-3.531,0.125,0.434,0.08,NN,9.07,2.47,11.58,2068,1101,1750,-61,7447
NGC_6827,297.22,21.213,58.261,-2.338,0.021,111,-2.418,0.133,-5.465,0.111,0.103,0.092,NN,9.11,1.98,13.79,5735,3014,4873,-233,7218
Roslund_3,299.695,20.509,58.843,-4.685,0.081,104,-0.386,0.086,-5.108,0.092,0.585,0.045,NN,7.73,0.77,11.04,1616,833,1378,-131,7632
ASCC_107,297.164,21.987,58.904,-1.901,0.174,57,-0.155,0.101,-5.156,0.115,1.109,0.049,NN,7.23,1.69,9.7,870,449,744,-28,7925
NGC_6800,291.664,25.008,59.07,3.975,0.18,23,0.438,0.057,-0.876,0.108,0.953,0.017,NN,8.61,0.83,10.03,1012,519,866,70,7868
LP_2123,297.959,22.107,59.381,-2.476,0.078,67,-0.771,0.112,-2.324,0.088,0.582,0.043,NN,8.54,1.72,11.11,1670,849,1436,-72,7626
NGC_6823,295.794,23.321,59.423,-0.139,0.074,140,-1.697,0.16,-5.304,0.143,0.446,0.061,NN,6.38,2.22,11.84,2330,1185,2006,-5,7430
Gulliver_37,292.077,25.347,59.547,3.806,0.105,46,-0.775,0.074,-3.74,0.092,0.642,0.038,NN,8.55,1.33,10.79,1438,727,1237,95,7712
FSR_0154,297.009,23.353,60.01,-1.088,0.046,90,-1.601,0.1,-4.133,0.105,0.211,0.079,NN,8.68,3.52,12.78,3594,1796,3112,-68,7246
NGC_6830,297.718,23.101,60.123,-1.777,0.07,92,-3.213,0.062,-5.766,0.08,0.424,0.031,NN,8.21,1.44,11.88,2379,1184,2062,-73,7446
Roslund_2,296.261,23.977,60.205,-0.182,0.16,97,-1.741,0.092,-5.115,0.107,0.463,0.038,NN,7.06,2.74,11.6,2091,1039,1815,-6,7522
Stock_1,294.146,25.163,60.287,2.076,0.742,173,6.034,0.306,0.302,0.332,2.447,0.077,NN,8.62,0.39,8.1,416,206,361,15,8141
Gulliver_43,296.283,24.558,60.718,0.091,0.075,49,-2.922,0.085,-5.796,0.104,0.351,0.051,NN,7.76,2.88,12.38,2994,1464,2611,4,7354
Teutsch_7,296.928,24.273,60.767,-0.559,0.042,21,-2.944,0.093,-4.936,0.16,0.191,0.07,tooRed,---,---,---,---,---,---,---,---
Dolidze_53,296.588,24.613,60.905,-0.121,0.044,30,-1.494,0.153,-4.609,0.131,0.478,0.039,NN,6.84,2.96,11.74,2228,1083,1947,-4,7513
UPK_79,303.989,21.447,61.841,-7.578,0.37,38,-2.151,0.134,-5.426,0.099,1.072,0.045,NN,8.24,0.24,9.82,922,431,806,-121,7949
Czernik_41,297.754,25.29,62.024,-0.69,0.083,181,-2.932,0.138,-6.164,0.128,0.369,0.063,NN,7.11,4.11,12.03,2543,1193,2246,-30,7491
FSR_0158,296.99,26.04,62.32,0.284,0.018,14,-2.748,0.102,-5.432,0.093,0.139,0.072,NN,7.01,4.39,13.94,6131,2848,5429,30,7722
UPK_80,293.914,28.16,62.757,3.755,0.45,33,1.217,0.116,-1.024,0.112,1.127,0.039,NN,8.58,0.44,9.77,899,410,797,58,7969
ASCC_105,295.548,27.366,62.825,2.063,0.648,113,1.464,0.162,-1.635,0.145,1.783,0.065,NN,7.87,0.41,8.77,567,259,504,20,8096
UPK_82,298.285,26.379,63.224,-0.523,0.425,83,2.358,0.203,-2.138,0.113,1.842,0.052,NN,7.91,0.38,8.72,554,249,495,-5,8105
UBC_129,299.05,26.448,63.625,-1.097,0.21,115,-0.967,0.106,-4.337,0.11,0.844,0.024,NN,7.72,1.11,10.41,1208,536,1082,-23,7877
Kronberger_4,296.297,28.16,63.844,1.883,0.014,61,-2.542,0.133,-4.836,0.163,0.119,0.104,NN,8.83,2.19,14.22,6984,3077,6265,229,8182
UBC_130,298.06,27.437,64.012,0.179,0.106,98,-2.099,0.073,-5.856,0.064,0.393,0.03,NN,7.44,1.58,11.82,2308,1011,2075,7,7616
UPK_84,310.245,20.212,64.076,-13.121,0.27,69,-6.258,0.113,-9.248,0.086,1.08,0.047,NN,9,0.31,9.88,944,401,826,-214,7980
FSR_0165,299.546,26.761,64.115,-1.31,0.066,60,-2.782,0.134,-5.558,0.142,0.376,0.06,NN,7.19,2.79,11.93,2429,1060,2185,-55,7600
FSR_0166,303.385,25.43,64.837,-4.934,0.051,43,-4.191,0.093,-6.659,0.153,0.331,0.056,NN,9.45,2.24,12.24,2800,1186,2525,-240,7586
UPK_88,309.476,21.462,64.918,-12.028,1.076,24,10.213,0.158,-5.266,0.184,3.4,0.133,NN,7.62,0.27,7.23,279,116,247,-58,8227
Turner_9,296.165,29.494,64.943,2.648,0.151,34,0.346,0.092,-2.399,0.075,0.563,0.034,NN,8.49,0.85,11.25,1774,750,1605,81,7757
FSR_0167,301.218,27.057,65.154,-2.42,0.067,19,0.102,0.133,-1.83,0.096,0.533,0.042,NN,8.89,2.52,11.24,1773,744,1607,-74,7763
UBC_132,299.271,28.445,65.422,-0.223,0.037,85,-1.897,0.121,-4.814,0.09,0.272,0.038,NN,8.98,2.67,12.34,2942,1223,2675,-11,7602
Gulliver_18,302.905,26.532,65.527,-3.971,0.124,180,-3.198,0.089,-5.646,0.1,0.613,0.055,NN,7.6,1.59,11.01,1595,659,1448,-110,7816
UPK_90,299.777,28.422,65.62,-0.603,0.174,41,-0.824,0.153,-5.705,0.111,1.228,0.075,NN,7.69,0.85,9.49,791,326,720,-8,8045
NGC_6834,298.052,29.399,65.692,1.183,0.05,211,-2.487,0.099,-5.094,0.089,0.272,0.042,NN,7.28,1.97,12.58,3283,1351,2992,67,7602
Berkeley_83,300.356,28.645,66.095,-0.93,0.013,30,-2.604,0.169,-4.692,0.188,0.092,0.121,NN,8.38,4.59,14.12,6663,2700,6091,-108,8301
FSR_0172,300.004,29.215,66.417,-0.367,0.023,39,-2.54,0.096,-5.959,0.12,0.307,0.057,manual,8.2,4.1,12.64,3372,1349,3091,-21,7643
Stephenson_1,283.568,36.899,66.908,15.365,0.249,83,1.11,0.198,-3.01,0.247,2.779,0.056,NN,7.45,0.22,7.68,343,129,304,90,8215
Roslund_4,301.199,29.196,66.954,-1.262,0.061,31,-2.166,0.261,-5.057,0.155,0.423,0.092,NN,7.23,2.33,11.57,2059,805,1894,-45,7768
UPK_93,300.324,29.971,67.207,-0.195,0.396,63,-0.863,0.13,-8.206,0.183,1.414,0.103,NN,8.71,0.32,9.2,692,268,637,-2,8097
UPK_94,304.778,27.618,67.348,-4.777,0.246,42,2.128,0.111,1.073,0.109,1.026,0.06,NN,8.13,0.98,9.89,950,364,874,-79,8022
UBC_133,303.694,28.355,67.446,-3.554,0.105,81,-1.12,0.078,-4.678,0.086,0.583,0.025,NN,7.93,2.34,11.01,1589,608,1464,-98,7869
Alessi_12,310.875,23.871,67.488,-11.405,0.682,307,4.303,0.233,-4.639,0.18,1.816,0.088,NN,8.13,0.1,8.68,544,204,493,-107,8150
Kronberger_52,299.536,30.883,67.625,0.851,0.024,57,-2.622,0.113,-4.837,0.091,0.106,0.074,NN,8.61,2.49,13.49,4997,1902,4620,74,7924
UBC_134,299.722,31.095,67.896,0.826,0.05,57,-2.174,0.052,-5.983,0.098,0.368,0.029,NN,7.87,1.92,11.87,2370,891,2195,34,7765
Berkeley_52,303.621,28.947,67.897,-3.174,0.028,63,-4.292,0.149,-5.679,0.148,0.147,0.133,tooRed,---,---,---,---,---,---,---,---
ASCC_101,288.399,36.369,68.028,11.608,0.372,69,0.934,0.205,1.288,0.258,2.488,0.057,NN,8.69,0.19,8.08,412,151,374,83,8197
SAI_132,299.248,31.609,68.116,1.44,0.07,132,-2.378,0.093,-4.135,0.114,0.277,0.051,manual,8.9,2.3,12.47,3118,1162,2893,78,7739
UBC_363,299.274,31.867,68.354,1.565,0.057,69,-3.69,0.076,-6.257,0.119,0.219,0.035,NN,7.81,2.4,12.68,3429,1264,3186,93,7759
Gulliver_60,303.436,29.672,68.413,-2.639,0.109,117,1.752,0.092,0.219,0.117,0.899,0.037,NN,7.97,1.01,10.13,1063,390,987,-48,8010
Kronberger_69,300.499,31.42,68.516,0.433,0.033,33,-2.741,0.12,-5.246,0.167,0.351,0.067,NN,7.61,2.46,12.14,2680,981,2493,20,7769
NGC_6846,299.112,32.349,68.689,1.923,0.021,53,-2.971,0.205,-4.994,0.203,0.089,0.107,NN,8.69,2.85,13.63,5321,1932,4954,178,8099
Kronberger_54,300.778,31.968,69.106,0.523,0.006,10,-2.596,0.108,-5.209,0.081,0.195,0.051,tooRed,---,---,---,---,---,---,---,---
Teutsch_35,294.091,35.742,69.565,7.218,0.414,143,-0.683,0.188,-2.439,0.191,2.007,0.057,NN,8.01,0,8.54,509,176,473,64,8177
UPK_99,312.427,25.488,69.721,-11.648,0.564,15,0.422,0.089,-8.02,0.181,1.291,0.087,NN,8.2,0.28,9.41,763,259,701,-154,8111
UBC_364,306.276,29.74,69.853,-4.636,0.074,36,-2.093,0.07,-6.526,0.09,0.55,0.026,NN,8.51,1.66,11.4,1902,653,1780,-153,7890
NGC_6940,308.626,28.278,69.866,-7.163,0.25,572,-1.954,0.162,-9.413,0.155,0.947,0.053,NN,9.13,0.41,10.21,1101,376,1026,-137,8029
NGC_6791,290.221,37.778,69.964,10.906,0.068,1629,-0.421,0.165,-2.269,0.193,0.192,0.084,NN,9.8,0.7,13.13,4231,1423,3903,800,7942
UBC_135,299.824,33.724,70.177,2.136,0.066,62,-3.515,0.066,-6.437,0.071,0.223,0.018,NN,7.38,2.05,13.15,4263,1444,4008,158,7975
Toepler_1,300.318,33.615,70.299,1.724,0.016,20,-2.349,0.069,-5.081,0.067,0.252,0.027,NN,7.81,1.93,12.69,3454,1163,3250,103,7877
UBC_578,301.607,33.015,70.356,0.488,0.045,13,-2.708,0.076,-4.951,0.105,0.182,0.011,NN,7.34,2.53,13.21,4393,1476,4137,37,8013
ASCC_110,300.742,33.528,70.411,1.378,0.203,65,0.271,0.064,-3.132,0.05,0.497,0.036,NN,8.9,0.75,11.47,1971,660,1856,47,7900
Berkeley_49,299.872,34.643,70.979,2.578,0.019,77,-2.995,0.175,-6.095,0.137,0.286,0.07,NN,8.41,3.24,12.41,3030,986,2862,136,7890
Gulliver_38,300.808,34.435,71.209,1.814,0.06,94,-0.921,0.117,-2.594,0.134,0.4,0.043,NN,8.91,1.64,11.94,2447,787,2315,77,7899
UBC_136,304.49,32.582,71.336,-1.77,0.133,87,-0.045,0.072,-3.267,0.094,0.69,0.032,NN,8.22,1.97,10.68,1365,436,1293,-42,8008
Roslund_5,302.641,33.751,71.451,0.166,0.378,151,1.981,0.216,-1.164,0.147,1.831,0.06,NN,7.99,0.35,8.69,546,173,517,1,8182
UBC_579,305.89,32,71.526,-3.077,0.041,10,-1.95,0.043,-3.613,0.034,0.357,0.014,notEnoughStars,---,---,---,---,---,---,---,---
Teutsch_8,300.598,35.31,71.86,2.424,0.006,28,-3.496,0.149,-6.704,0.313,0.492,0.07,NN,6.6,2.2,11.49,1982,616,1881,83,7949
UBC_137,301.131,35.237,72.026,2.017,0.024,38,-2.427,0.073,-4.014,0.072,0.389,0.026,NN,8.46,1.55,11.94,2438,751,2317,85,7934
FSR_0195,304.229,33.637,72.087,-0.998,0.033,51,-2.828,0.152,-4.397,0.172,0.267,0.098,tooRed,---,---,---,---,---,---,---,---
Patchick_75,303.758,33.925,72.108,-0.512,0.015,21,-2.808,0.113,-4.421,0.217,0.113,0.066,tooRed,---,---,---,---,---,---,---,---
Berkeley_51,302.972,34.402,72.146,0.293,0.02,89,-3.066,0.17,-4.918,0.195,0.167,0.113,tooRed,---,---,---,---,---,---,---,---
FSR_0198,300.614,35.681,72.182,2.609,0.127,82,-3.56,0.209,-6.611,0.248,0.486,0.045,NN,6.67,2.49,11.69,2181,666,2074,99,7948
UBC_365,303.314,34.364,72.279,0.035,0.078,83,-2.282,0.076,-5.293,0.078,0.294,0.031,NN,7.62,2.31,12.38,2998,912,2856,1,7957
Berkeley_50,302.505,34.967,72.408,0.926,0.021,82,-3.398,0.099,-5.072,0.085,0.246,0.035,NN,7.88,2.12,12.64,3380,1021,3221,54,7996
NGC_6871,301.548,35.765,72.658,2.012,0.371,430,-3.129,0.126,-6.437,0.236,0.514,0.039,NN,6.74,1.19,11.18,1720,512,1641,60,7997
Skiff_J1942+38.6,295.611,38.645,72.719,7.547,0.043,55,-3.131,0.075,-5.898,0.097,0.372,0.039,NN,9.17,0.28,11.88,2378,700,2251,312,7964
Biurakan_2,302.283,35.488,72.747,1.359,0.139,47,-3.169,0.099,-6.843,0.129,0.542,0.05,NN,6.97,0.93,11.18,1723,511,1645,40,7999
Ruprecht_172,302.888,35.603,73.112,1.01,0.041,82,-2.034,0.092,-3.668,0.091,0.259,0.048,NN,9.02,1.29,12.76,3562,1034,3408,62,8061
UBC_366,299.841,37.204,73.145,3.924,0.078,22,-1.204,0.089,-2.233,0.079,0.529,0.015,NN,8.58,0.83,11.27,1797,520,1716,123,8006
UBC_139,302.728,35.764,73.167,1.197,0.103,66,-2.091,0.071,-4.883,0.1,0.457,0.031,NN,8.36,1.02,11.61,2095,606,2005,43,7989
Gulliver_17,302.654,35.871,73.233,1.315,0.063,98,-1.078,0.121,-3.029,0.147,0.555,0.044,NN,7.84,0.92,11.06,1631,470,1561,37,8022
UBC_580,303.206,35.92,73.524,0.974,0.1,46,-2.401,0.153,-4.5,0.126,0.242,0.02,tooRed,---,---,---,---,---,---,---,---
UBC_367,302.357,36.47,73.616,1.849,0.053,25,-2.579,0.115,-5.098,0.101,0.322,0.016,NN,7.34,1.73,12.36,2962,835,2840,95,8024
UBC_368,302.847,36.512,73.84,1.529,0.11,37,-2.601,0.082,-5.769,0.103,0.431,0.015,NN,7.35,1.12,11.58,2074,577,1992,55,8014
NGC_6819,295.327,40.19,73.982,8.481,0.095,1527,-2.916,0.128,-3.856,0.14,0.356,0.047,NN,9.35,0.4,12.21,2765,754,2628,407,8027
UBC_582,299.833,38.551,74.325,4.616,0.07,11,-3.06,0.081,-7.856,0.039,0.895,0.014,NN,7.8,0.42,10.05,1022,275,981,82,8124
UBC_583,303.735,36.659,74.36,1.029,0.122,55,-3.393,0.094,-5.135,0.107,0.268,0.02,NN,7.94,1.71,12.34,2943,793,2833,52,8061
ASCC_108,298.306,39.349,74.378,6.074,0.537,188,-0.519,0.099,-1.69,0.129,0.838,0.048,NN,8.03,0.34,10.32,1160,310,1110,122,8105
Dolidze_3,303.803,36.832,74.545,1.072,0.094,16,-2.875,0.088,-5.613,0.072,0.496,0.033,NN,6.95,2.1,11.6,2086,555,2010,39,8039
UBC_370,303.863,36.891,74.617,1.06,0.042,20,-3.334,0.111,-5.094,0.109,0.296,0.028,NN,7.52,2.02,12.46,3099,822,2988,57,8089
Teutsch_28,307.059,35.103,74.625,-2.078,0.058,47,-2.076,0.429,-3.936,0.283,0.242,0.138,NN,9.28,3.74,13.1,4168,1104,4016,-151,8275
ASCC_111,302.891,37.515,74.714,2.056,0.537,136,-1.15,0.151,-1.524,0.154,1.166,0.059,NN,8.44,0.39,9.65,851,224,820,30,8157
UBC_371,305.886,36.099,74.841,-0.74,0.207,60,-2.39,0.092,-4.336,0.154,0.524,0.026,NN,7.61,2.35,11.22,1754,458,1693,-22,8061
Gulliver_31,301.912,38.232,74.896,3.094,0.077,46,-1.5,0.063,-3.113,0.086,0.396,0.033,NN,8.16,1.1,11.98,2493,648,2403,134,8058
UPK_108,315.551,29.997,74.965,-11.006,0.641,28,1.073,0.085,-4.748,0.092,1.173,0.037,NN,7.61,0.27,9.57,820,208,777,-156,8168
UBC_372,302.375,38.291,75.14,2.817,0.031,40,-2.601,0.092,-4.885,0.063,0.255,0.019,NN,8.06,1.9,12.55,3230,827,3118,158,8134
Kronberger_57,305.986,36.602,75.344,-0.501,0.012,25,-3.54,0.107,-4.406,0.078,0.275,0.082,tooRed,---,---,---,---,---,---,---,---
Teutsch_30,306.929,36.074,75.352,-1.426,0.026,29,-3.18,0.104,-5.692,0.143,0.539,0.041,NN,7.46,3.41,11.23,1760,445,1703,-43,8076
IC_4996,304.135,37.649,75.37,1.308,0.028,69,-2.681,0.097,-5.348,0.135,0.487,0.03,NN,7.05,1.5,11.55,2043,515,1976,46,8069
Gulliver_42,303.935,37.851,75.45,1.552,0.054,42,-2.778,0.189,-5.452,0.217,0.181,0.074,tooRed,---,---,---,---,---,---,---,---
Berkeley_85,304.692,37.744,75.697,0.997,0.057,310,-2.94,0.116,-4.677,0.113,0.22,0.055,NN,8.62,2.77,12.74,3526,871,3416,61,8213
Berkeley_87,305.396,37.433,75.756,0.361,0.093,112,-3.654,0.111,-6.264,0.144,0.573,0.053,NN,6.92,3.68,11.08,1644,404,1594,10,8093
Gulliver_23,304.255,38.055,75.761,1.456,0.046,114,-2.446,0.087,-4.444,0.095,0.246,0.05,NN,8.72,2.18,12.67,3424,842,3318,87,8199
Feibelman_1,304.417,38.03,75.811,1.337,0.034,30,-3.192,0.069,-4.956,0.089,0.26,0.036,NN,8.14,1.93,12.98,3944,966,3822,92,8305
UBC_373,306.874,37.665,76.615,-0.46,0.064,20,-0.627,0.108,-3.624,0.091,0.788,0.012,NN,7.81,2.88,10.4,1201,278,1169,-9,8146
Berkeley_86,305.084,38.688,76.65,1.276,0.07,23,-3.447,0.066,-5.402,0.09,0.558,0.039,NN,7.04,2.77,11.05,1621,374,1577,36,8120
NGC_6913,305.943,38.487,76.868,0.61,0.106,71,-3.409,0.1,-5.771,0.125,0.553,0.025,NN,7.34,1.8,11.03,1608,365,1566,17,8126
UBC_374,305.698,38.939,77.136,1.044,0.112,44,-0.715,0.073,-3.022,0.086,0.617,0.02,NN,9.11,2.13,11.07,1637,364,1595,29,8133
Dolidze_5,305.025,39.331,77.154,1.678,0.086,137,-1.929,0.106,-5.384,0.127,0.443,0.058,NN,7.8,2.13,11.51,2001,444,1950,58,8132
UBC_375,304.574,40.063,77.595,2.378,0.131,32,-3.422,0.074,-5.224,0.109,0.558,0.014,NN,8.03,2.56,11.08,1646,353,1606,68,8146
IC_1311,302.697,41.177,77.705,4.18,0.039,449,-3.364,0.139,-5.047,0.141,0.124,0.073,NN,8.96,1.34,13.95,6167,1309,6009,449,9248
Ruprecht_174,310.856,37.031,78.012,-3.377,0.066,79,-3.154,0.084,-4.675,0.097,0.398,0.045,NN,8.68,1.43,11.87,2368,491,2313,-139,8182
Collinder_419,304.534,40.732,78.1,2.777,0.058,48,-2.708,0.358,-6.382,0.219,0.952,0.041,NN,7.29,1.17,10.01,1003,206,981,48,8192
UBC_141,313.576,35.686,78.353,-5.916,0.087,39,-1.024,0.082,0.362,0.107,0.709,0.022,NN,9.32,0.51,10.6,1315,264,1281,-135,8176
Roslund_6,307.185,39.798,78.495,0.585,1.004,247,5.875,0.34,2.155,0.274,2.809,0.076,NN,7.95,0,7.88,375,74,368,3,8273
NGC_6910,305.797,40.771,78.675,2.011,0.089,127,-3.415,0.15,-5.359,0.164,0.545,0.052,NN,7.13,2.83,11.19,1729,339,1695,60,8178
UBC_584,304.213,41.983,79.008,3.675,0.035,15,-3.678,0.097,-4.135,0.12,0.54,0.015,manual,7.15,2.7,11.12,1674,318,1640,107,8187
UBC_585,307,40.548,79.011,1.152,0.071,18,-2.829,0.048,-5.528,0.053,0.663,0.015,NN,8.08,2.28,11,1585,302,1556,31,8187
NGC_6811,294.34,46.378,79.207,11.999,0.19,296,-3.399,0.116,-8.812,0.123,0.87,0.039,NN,9.03,0.09,10.33,1161,212,1116,241,8203
UPK_113,317.505,34.347,79.393,-9.209,0.255,35,2.169,0.137,-2.418,0.222,1.434,0.057,NN,7.69,0.15,9.28,717,130,696,-114,8239
Collinder_421,305.829,41.701,79.453,2.523,0.143,162,-3.651,0.123,-8.334,0.113,0.813,0.048,NN,8.37,1.69,10.42,1214,222,1193,53,8205
Dolidze_11,306.682,41.372,79.551,1.812,0.026,28,-1.255,0.109,-4.26,0.184,0.49,0.092,tooRed,---,---,---,---,---,---,---,---
NGC_6866,300.983,44.158,79.562,6.837,0.104,72,-1.365,0.081,-5.743,0.092,0.686,0.033,NN,8.81,0.48,10.74,1406,252,1373,167,8202
Roslund_7,313.196,37.847,79.817,-4.312,0.46,128,1.729,0.087,-0.36,0.105,0.78,0.037,NN,8.1,0.49,10.39,1198,211,1176,-90,8213
Dolidze_8,306.129,42.3,80.072,2.684,0.083,39,-2.633,0.19,-5.91,0.195,0.993,0.063,NN,7.19,2.22,10.11,1053,181,1036,49,8224
UBC_143,299.689,45.553,80.292,8.352,0.142,26,-3.183,0.071,-7.858,0.088,0.727,0.018,NN,8.67,0.44,10.47,1243,207,1213,180,8222
FSR_0238,308.693,41.417,80.477,0.62,0.039,29,-2.902,0.177,-4.547,0.127,0.596,0.059,NN,7.87,4.7,10.92,1526,252,1505,16,8226
FSR_0241,300.763,46.196,81.234,8.03,0.09,46,-1.427,0.094,-3.575,0.094,0.45,0.035,NN,9.12,1.03,11.53,2020,304,1977,282,8274
RSG_5,303.482,45.574,81.719,6.098,0.867,162,3.573,0.277,1.605,0.308,2.945,0.102,NN,7.54,0.01,7.58,328,47,323,34,8299
UBC_586,301.081,46.8,81.883,8.144,0.111,36,-3.75,0.162,-4.912,0.131,0.343,0.028,NN,9.04,1.11,12.06,2578,360,2526,365,8370
UPK_119,308.572,43.326,81.987,1.872,0.197,24,-0.644,0.065,-1.96,0.066,1.274,0.028,NN,9.19,0.71,9.42,765,106,757,24,8268
DB2001_22,310.645,42.946,82.57,0.4,0.032,18,-2.714,0.377,-4.644,0.213,0.268,0.078,tooRed,---,---,---,---,---,---,---,---
ASCC_113,317.933,38.638,82.877,-6.589,0.529,175,0.8,0.125,-3.679,0.163,1.762,0.041,NN,8.46,0.13,8.75,563,69,555,-64,8289
Berkeley_54,315.745,40.433,83.076,-4.134,0.033,87,-3.091,0.105,-3.254,0.13,0.12,0.095,NN,9.43,2.24,14.12,6680,803,6614,-481,10027
