Id,Nmem,ra,ra_sigma,dec,dec_sigma,plx,plx_sigma,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,n17,Z,age,N_rv,RV_mean,RV_std,RV_mad
CWWDL_13179,23,100.9908,0.0063,21.2499,0.0126,0.236,0.0001,-0.1939,0.1897,-1.156,0.1291,193.0744,0.0171,7.9447,0.0014,14,-0.58,8.12,2,30.8035,47.1492,33.3395
CWWDL_13180,22,102.531,0.0029,21.3099,0.0018,0.2638,0.0002,-0.3096,0.1245,-1.2441,0.238,193.6526,0.0021,9.2624,0.0022,13,-0.88,8.03,1,53.16,,0
CWWDL_13195,22,111.8923,0.001,-1.5879,0.0027,0.2863,0.0001,-0.728,0.1844,0.0803,0.4033,218.4989,0.003,7.2985,0.0008,15,0.4,7.46,1,62.275,,0
CWWDL_13202,27,128.4585,0.0016,-25.7809,0.0054,0.2251,0.0001,-3.1072,0.1793,3.1435,0.2753,247.7359,0.0054,8.5076,0.0014,12,-0.88,8.42,1,81.624,,0
CWWDL_13205,21,127.9277,0.0008,-26.9345,0.0051,0.247,0.0002,-3.0482,0.2607,2.7961,0.407,248.402,0.0039,7.4484,0.0019,12,0.07,8.48,3,62.9977,30.6517,23.5398
CWWDL_13207,20,140.1368,0.0033,-38.8637,0.0009,0.2468,0.0003,-3.276,0.1757,2.8814,0.2878,264.2365,0.0021,7.6779,0.0008,10,-0.28,8.24,1,68.268,,0
CWWDL_13229,30,80.3568,0.0275,52.5644,0.0214,0.2663,0.0002,0.9571,0.3165,-1.1756,0.1703,157.5748,0.0311,8.9179,0.0011,10,0.44,7.91,5,-32.9412,21.5951,17.3806
CWWDL_13230,27,76.0327,0.0229,54.0973,0.0199,0.2462,0.0001,0.255,0.1322,-1.1746,0.2232,154.8057,0.0264,7.6908,0.0018,15,0.23,8.57,6,-30.1497,27.9205,20.7138
CWWDL_13232,24,78.3101,0.0323,52.1091,0.0515,0.2791,0.0001,0.4534,0.2078,-1.5322,0.0889,157.2393,0.0613,7.6293,0.0035,14,-0.88,8.39,2,-30.749,9.249,6.54
CWWDL_13241,46,82.2537,0.0744,48.0487,0.0637,0.4347,0.0006,0.6295,0.0386,-1.9991,0.0373,162.0606,0.0038,7.4542,0.0026,39,0.4,7.88,4,-35.1413,1.2316,0.9056
CWWDL_13244,25,102.2514,0.0045,26.7853,0.0065,0.2776,0.0002,0.4665,0.112,-1.7343,0.2372,188.507,0.0095,11.365,0.001,18,0.27,8.57,4,21.9293,37.6688,25.6881
CWWDL_13248,20,113.1005,0.0006,5.9996,0.0008,0.2774,0.0008,-0.9151,0.0071,1.2832,0.0028,212.2061,0.0009,11.8309,0.0005,17,-0.1,8.54,1,65.923,,0
CWWDL_13251,22,127.6721,0.0053,-22.6692,0.0102,0.2716,0.0002,-3.622,0.1531,3.383,0.3988,244.7453,0.0142,9.7232,0.001,11,-0.58,8.27,1,82.286,,0
CWWDL_13259,22,86.4772,0.002,48.3227,0.0028,0.2423,0.0001,0.7351,0.2704,-1.5912,0.1739,163.3065,0.0017,10.001,0.002,12,-0.88,8.45,3,-0.3717,4.5012,3.4582
CWWDL_13260,30,87.6841,0.0081,51.4365,0.0108,0.2424,0.0002,0.7594,0.2231,-1.4374,0.1658,160.9233,0.0135,12.1992,0.0011,13,-0.58,8.3,3,2.036,29.3167,22.49
CWWDL_13261,21,85.9552,0.0033,50.855,0.0081,0.2506,0.0005,0.7989,0.1243,-1.7865,0.0874,160.9019,0.0086,10.9687,0.0011,13,-0.58,8.45,1,2.696,,0
CWWDL_13263,23,88.7617,0.0039,46.7229,0.0033,0.257,0.0002,0.8629,0.2654,-1.6893,0.103,165.4909,0.0046,10.566,0.0007,12,-0.88,8.42,1,-10.712,,0
CWWDL_13281,20,93.3704,0.0062,1.386,0.0058,0.5333,0.0001,-0.5184,0.0473,-1.538,0.0403,207.3321,0.0098,-7.7962,0.0025,18,0.32,7.55,2,37.21,3.6458,2.578
CWWDL_13287,26,342.6218,0.08,49.5036,0.0407,0.6973,0.0008,-4.0008,0.0093,-3.4204,0.0237,103.6082,0.0036,-8.776,0.0006,24,0.16,7.22,7,-28.9667,4.0091,2.8732
CWWDL_13288,20,3.4013,0.0055,53.8436,0.0011,0.4997,0.0007,-2.2121,0.0729,-1.1342,0.066,117.3046,0.002,-8.6142,0.0011,16,0.35,7.91,3,-47.909,7.0058,5.278
CWWDL_13289,22,29.2376,0.0083,54.4171,0.0016,0.493,0.0005,-0.6531,0.1136,-1.5221,0.0911,132.4521,0.0034,-7.2392,0.001,17,0.12,7.16,0,,,
CWWDL_13293,20,280.4168,0.0257,-21.9747,0.0352,0.6597,0.0007,1.0106,0.0133,-0.6689,0.0141,12.1802,0.0015,-7.7848,0.0003,20,0.44,8.06,14,-27.4542,16.8664,10.4438
CWWDL_13298,30,102.7363,0.0593,-9.9536,0.1134,0.4817,0.0001,-1.326,0.0412,1.2405,0.0146,221.7542,0.0124,-4.6289,0.0034,23,0.27,7.25,0,,,
CWWDL_13302,29,306.2605,0.0534,29.7477,0.0593,0.5561,0.0002,-2.1012,0.027,-6.5974,0.0728,69.8582,0.004,-4.6253,0.0015,27,0.12,7.88,4,7.602,1.4101,1.035
CWWDL_13303,21,330.6506,0.0789,49.1308,0.0507,0.5352,0.0003,-2.0198,0.026,-1.7331,0.0281,96.7476,0.0046,-4.964,0.0004,20,0.16,7.61,0,,,
CWWDL_13308,52,136.8334,0.1699,-52.8734,0.0839,0.5211,0.0003,-5.9554,0.0858,4.3241,0.0382,272.8293,0.0133,-3.6337,0.0039,42,0.35,5.78,1,10.228,,0
CWWDL_13311,68,153.1531,0.1803,-60.9234,0.0849,0.4984,0.0004,-6.3345,0.0564,3.1653,0.0935,284.8037,0.0132,-3.7713,0.0015,59,-0.18,7.49,10,-10.0425,8.8628,6.2645
CWWDL_13313,51,173.4018,0.305,-66.0811,0.0557,0.6435,0.0003,-7.3126,0.0316,2.097,0.0315,295.147,0.0151,-4.3931,0.0031,45,0.27,7.76,5,-16.7934,22.1515,14.7474
CWWDL_13314,31,186.0639,0.1186,-66.6822,0.0294,0.5152,0.0002,-4.9299,0.0308,-0.0432,0.0362,300.2409,0.0021,-3.9526,0.0009,27,0.4,7.79,0,,,
CWWDL_13315,33,204.4963,0.0997,-66.683,0.0482,0.5678,0.0003,-7.5728,0.0259,-2.6308,0.0076,307.5238,0.0018,-4.2272,0.0019,29,0.07,7.61,1,-59.78,,0
CWWDL_13320,24,34.6667,0.0732,56.551,0.0033,0.439,0.0001,-0.6957,0.0892,-1.3799,0.0454,134.7813,0.025,-4.3003,0.0007,19,-0.18,6.11,0,,,
CWWDL_13327,22,115.6286,0.0028,-27.9359,0.012,0.4506,0.0003,-2.2431,0.0492,2.2643,0.1489,243.3553,0.0137,-2.283,0.0006,15,-0.88,8.09,0,,,
CWWDL_13331,36,125.5754,0.0213,-42.1545,0.0159,0.6661,0.0003,-4.329,0.0386,5.2137,0.0281,259.7173,0.0261,-2.9375,0.0016,26,0.44,5.85,1,78.933,,0
CWWDL_13332,26,129.4324,0.015,-46.2406,0.0117,0.5376,0.0002,-5.7409,0.0834,5.1333,0.0766,264.6541,0.0184,-3.0944,0.0006,21,-0.88,6.71,3,43.2887,27.5882,21.0989
CWWDL_13333,26,130.7586,0.0136,-45.8958,0.0067,0.4557,0.0002,-5.2791,0.1587,5.1241,0.0858,264.9428,0.012,-2.1551,0.0013,14,0.35,6.56,0,,,
CWWDL_13337,33,184.801,0.1979,-65.4257,0.029,0.5648,0.0001,-6.1988,0.0372,-0.6263,0.0281,299.5859,0.0064,-2.7637,0.001,27,-0.4,6.59,2,7.2255,12.6763,8.9635
CWWDL_13341,26,235.0205,0.0469,-58.49,0.0217,0.5545,0.0006,-2.1919,0.018,-3.5448,0.0176,323.4895,0.0007,-2.519,0.0003,24,0.32,7.46,0,,,
CWWDL_13344,58,253.7164,0.0072,-48.4598,0.007,0.5078,0.0004,-1.2123,0.0488,-2.6555,0.0799,338.3851,0.0087,-3.0887,0.0015,42,0.44,7.76,8,-47.5771,23.9387,13.7843
CWWDL_13348,22,259.2832,0.0505,-41.6819,0.0427,0.5909,0.0002,0.0145,0.0392,-3.5742,0.0301,346.1665,0.0027,-2.1418,0.0004,20,0.44,7.79,2,-60.5,55.6238,39.332
CWWDL_13352,26,278.9877,0.0357,-12.812,0.0212,0.5288,0.0007,0.3118,0.0243,-0.5848,0.0776,19.7769,0.0009,-2.4368,0.0007,21,-0.88,7.58,1,3.435,,0
CWWDL_13353,23,280.7413,0.0009,-9.9961,0.0014,0.4672,0.0003,0.5061,0.0246,-0.9207,0.1035,23.0702,0.0018,-2.6799,0.0005,19,0.12,6.8,1,4.793,,0
CWWDL_13354,21,283.4549,0.001,-4.6487,0.0012,0.4502,0.0002,-0.6797,0.0419,-1.1282,0.0428,29.0627,0.0016,-2.6465,0.0006,17,0.44,5.85,0,,,
CWWDL_13357,27,335.585,0.2132,54.5641,0.0579,0.6582,0.0002,1.7461,0.0355,-2.3679,0.0776,102.3583,0.0163,-2.2401,0.0016,27,0.35,7.73,11,-8.6755,20.2272,11.6589
CWWDL_13358,21,338.8511,0.0642,53.5099,0.035,0.4577,0.0002,-3.1887,0.0945,-2.3994,0.0183,103.4515,0.002,-4.137,0.0006,20,0.12,7.76,4,-37.5433,2.8852,2.0168
CWWDL_13359,67,30.7886,0.2604,59.0217,0.0092,0.4566,0.0004,-0.8298,0.1145,-1.1176,0.1556,132.0585,0.0766,-2.5722,0.0016,31,-0.18,7.49,4,-38.756,7.3482,5.4315
CWWDL_13361,58,34.8781,0.5128,58.7703,0.104,0.4606,0.0003,-0.6978,0.1276,-0.6936,0.0898,134.1489,0.0791,-2.1689,0.001,34,0.44,5.78,2,-30.602,8.1501,5.763
CWWDL_13362,30,31.7507,0.3163,59.2562,0.0495,0.4553,0.0004,-0.9002,0.3466,-0.8671,0.0721,132.4662,0.0274,-2.2091,0.0003,23,0.44,5.48,1,-44.668,,0
CWWDL_13364,24,34.0165,0.0462,57.8187,0.0028,0.4544,0.0004,-0.8406,0.1043,-1.0248,0.0418,134.0326,0.0146,-3.2173,0.0014,19,0.3,5.78,0,,,
CWWDL_13365,24,16.4328,0.0106,59.657,0.0015,0.4993,0.0004,-1.2329,0.0512,-0.5107,0.0288,124.739,0.0028,-3.1646,0.0014,19,-0.28,7.64,2,-51.5045,6.2756,4.4375
CWWDL_13366,23,23.2182,0.04,59.7866,0.0005,0.4483,0.0002,-0.7718,0.2122,-0.9626,0.0647,128.1291,0.0104,-2.6663,0.0003,16,-0.58,7.7,3,-63.0067,29.1098,21.3889
CWWDL_13367,105,39.4156,0.5295,57.786,0.0369,0.4478,0.0002,-0.1784,0.1295,-0.9846,0.1502,136.7312,0.1829,-2.2089,0.0045,71,0.44,6.89,3,-54.9817,29.1396,20.8096
CWWDL_13370,49,36.8156,0.604,58.243,0.0268,0.4551,0.0003,-0.5498,0.0638,-0.9324,0.1891,135.2825,0.1938,-2.3094,0.0006,35,0.07,7.73,4,-42.8195,33.381,26.6585
CWWDL_13371,49,42.8856,0.2047,56.8095,0.0122,0.4435,0.0001,0.2652,0.0787,-1.2337,0.0922,138.8435,0.0693,-2.3044,0.0043,31,-0.4,5.6,1,-1.458,,0
CWWDL_13372,38,36.5961,0.5922,58.213,0.1119,0.4453,0.0002,-0.3563,0.1628,-0.8473,0.1774,135.1849,0.1062,-2.3804,0.0008,27,-0.58,7.64,0,,,
CWWDL_13374,24,36.1664,0.2298,57.5833,0.0098,0.4828,0.0004,-0.6349,0.0418,-1.1594,0.1341,135.1954,0.0757,-3.0506,0.0003,14,-0.88,8.18,0,,,
CWWDL_13375,23,37.1862,0.1494,56.3509,0.0071,0.4462,0.0001,-0.1192,0.1015,-0.9662,0.1922,136.1595,0.053,-4.0005,0.0003,17,0.44,7.49,1,13.117,,0
CWWDL_13376,23,36.015,0.0922,58.1864,0.0063,0.4505,0.0002,-0.6776,0.0868,-0.8662,0.0998,134.9076,0.0303,-2.5149,0.0016,14,0.44,5.9,0,,,
CWWDL_13377,41,37.175,0.8116,58.4358,0.1562,0.455,0.0002,-0.3481,0.1422,-0.8641,0.1905,135.3879,0.1987,-2.0611,0.0014,31,0.42,5.78,1,-22.504,,0
CWWDL_13378,20,36.4448,0.1123,56.5767,0.0064,0.4391,0.0001,-0.5075,0.0432,-1.3231,0.128,135.6948,0.0404,-3.9387,0.0003,14,0.44,6.59,1,-39.873,,0
CWWDL_13379,26,98.9841,0.0611,5.5018,0.1034,0.6374,0.0004,-1.2116,0.0469,0.5285,0.0358,206.2694,0.0121,-0.9257,0.0017,23,0.37,6.28,1,71.11,,0
CWWDL_13384,21,115.6988,0.0044,-25.8643,0.0086,0.4384,0,-1.5925,0.2579,1.1741,0.1975,241.5868,0.0115,-1.201,0.0008,12,0.3,6.56,0,,,
CWWDL_13388,41,132.9884,0.0342,-47.3515,0.0452,0.4819,0.0012,-4.7716,0.1136,4.7172,0.2765,267.0381,0.0585,-1.8761,0.0024,33,0.35,5.78,1,16.556,,0
CWWDL_13389,36,131.2022,0.017,-45.6775,0.0227,0.47,0.0002,-5.0475,0.1935,5.1189,0.2939,264.9629,0.0286,-1.7771,0.0024,16,0.35,5.78,2,31.791,29.4227,20.805
CWWDL_13391,23,131.4313,0.0127,-46.9553,0.0102,0.4575,0.0004,-4.773,0.127,4.7743,0.1188,266.0626,0.0153,-2.448,0.0008,17,0.4,7.67,1,32.815,,0
CWWDL_13402,29,160.615,0.0706,-59.934,0.0521,0.4443,0.0002,-7.5314,0.2173,2.6408,0.0861,287.4259,0.0022,-1.0035,0.0017,21,-0.28,6.51,3,-22.269,20.0333,15.28
CWWDL_13407,28,162.884,0.0266,-60.7949,0.0019,0.4422,0.0001,-6.2759,0.4211,2.3886,0.1005,288.8182,0.0079,-1.252,0.0003,18,0.44,7.46,1,24.316,,0
CWWDL_13408,25,168.0614,0.0194,-62.2777,0.002,0.4476,0.0001,-5.8394,0.0236,1.6547,0.0535,291.6763,0.0053,-1.5935,0.0009,18,0.37,7.7,2,-18.444,5.0318,3.558
CWWDL_13411,21,163.9208,0.0411,-61.3088,0.003,0.4451,0.0001,-6.9486,0.1286,2.4095,0.0829,289.4946,0.0121,-1.4944,0.0004,12,-0.58,6.41,0,,,
CWWDL_13412,20,164.9436,0.0103,-61.7896,0.0029,0.4513,0.0002,-5.9888,0.4158,1.9086,0.0681,290.14,0.0038,-1.7232,0.0014,14,-0.58,7.91,1,-12.057,,0
CWWDL_13414,58,182.4275,0.035,-63.9192,0.0026,0.445,0.0001,-5.8857,0.1834,0.1975,0.11,298.3647,0.007,-1.4183,0.0024,31,0.23,6.28,1,34.942,,0
CWWDL_13415,35,178.3077,0.1901,-63.1328,0.0583,0.4632,0.0002,-5.6486,0.0811,0.5668,0.0675,296.411,0.0086,-1.0005,0.0019,25,0.44,7.46,1,-12.346,,0
CWWDL_13417,31,175.2611,0.0205,-62.6647,0.0009,0.4537,0.0003,-6.2941,0.0789,0.936,0.2929,294.9505,0.0049,-0.889,0.0003,17,-0.4,7.22,2,-12.134,4.1804,2.956
CWWDL_13419,21,178.3577,0.0115,-63.0596,0.0006,0.4413,0.0001,-5.8952,0.1317,0.7301,0.0962,296.4167,0.0025,-0.924,0.0005,16,-0.28,6.45,0,,,
CWWDL_13421,20,177.9001,0.0189,-63.0607,0.0028,0.4342,0,-5.6699,0.0867,0.8247,0.118,296.215,0.0046,-0.9721,0.0021,12,0.12,6.41,0,,,
CWWDL_13422,20,179.3607,0.0189,-63.2988,0.0011,0.4389,0.0001,-6.0053,0.4787,1.1061,0.1085,296.9102,0.0041,-1.0601,0.0008,9,-0.88,8.09,0,,,
CWWDL_13433,28,216.3562,0.1198,-61.9102,0.0433,0.4454,0.0001,-4.0384,0.0596,-2.7484,0.0313,313.754,0.0043,-1.0294,0.0006,24,0.44,7.64,2,-28.6515,26.7562,18.9195
CWWDL_13441,46,255.5177,0.0088,-44.7123,0.0084,0.4458,0.0001,-1.109,0.1466,-2.7761,0.0835,342.0963,0.0121,-1.7373,0.0008,27,0.44,7.28,3,-33.8837,3.7121,2.6484
CWWDL_13442,31,251.6996,0.0077,-46.6201,0.0047,0.4397,0.0001,-2.103,0.1412,-3.9078,0.1075,338.9336,0.008,-0.8668,0.0003,19,0.2,7.61,0,,,
CWWDL_13462,38,264.0296,0.0013,-33.7318,0.0054,0.4645,0.0003,-0.1041,0.1787,-0.9892,0.1603,354.8582,0.0056,-0.8205,0.0006,17,0.07,7.73,1,-30.719,,0
CWWDL_13474,25,275.2057,0.0007,-17.785,0.0035,0.4959,0.0001,-0.1735,0.2009,-2.0548,0.291,13.6761,0.0038,-1.5133,0.0004,15,0.44,7.46,1,13.462,,0
CWWDL_13478,39,276.7912,0.0048,-14.9618,0.0118,0.461,0.0002,-0.7076,0.1355,-2.7749,0.0294,16.884,0.0154,-1.5374,0.0009,23,0.35,6.26,2,-24.4975,18.0249,12.7455
CWWDL_13480,28,277.2535,0.0202,-14.2475,0.0257,0.5345,0.0009,0.1407,0.1118,-0.8972,0.1282,17.7246,0.0004,-1.602,0.0006,22,-0.4,7.79,0,,,
CWWDL_13483,29,281.6519,0.0689,-4.982,0.1107,0.4444,0.0002,-1.0912,0.1198,-2.8305,0.1833,27.9477,0.0158,-1.1984,0.0005,8,-0.58,7.97,1,47.186,,0
CWWDL_13484,31,283.1353,0.0451,-1.248,0.0787,0.4486,0.0002,-1.3122,0.3605,-3.5624,0.2718,31.9469,0.0071,-0.8145,0.0009,9,0.12,5.6,1,48.33,,0
CWWDL_13485,32,284.2363,0.0021,-0.7445,0.0075,0.4785,0.0001,-0.3709,0.225,-2.8634,0.3085,32.8971,0.0091,-1.5648,0.0004,15,0.44,7.46,1,40.574,,0
CWWDL_13487,36,281.6968,0.0018,-5.2117,0.0122,0.4699,0.0002,-0.5182,0.3456,-1.6534,0.2417,27.7637,0.0124,-1.3429,0.0016,21,0.44,7.64,2,8.396,29.7169,21.013
CWWDL_13493,30,289.4191,0.0706,8.6664,0.0793,0.5807,0.0005,-3.0128,0.033,-5.2626,0.02,43.6335,0.0096,-1.8224,0.0012,22,-0.88,8.48,5,40.2118,21.9996,14.4391
CWWDL_13499,23,318.4921,0.008,46.1487,0.0063,0.4671,0.0001,-2.8699,0.3604,-3.7197,0.1319,88.645,0.0093,-1.7408,0.0009,16,0.35,6.48,0,,,
CWWDL_13501,21,316.1475,0.024,45.2734,0.0248,0.5068,0.0001,-2.3097,0.1055,-3.7955,0.1666,86.8901,0.0354,-1.1333,0.0013,19,-0.4,7.1,2,-37.346,8.9647,6.339
CWWDL_13502,30,318.5706,0.1301,46.3903,0.0806,0.7871,0.0004,-2.9807,0.0201,-3.5333,0.0174,88.8573,0.0104,-1.6132,0.0036,28,-0.58,6.53,3,-1.5193,11.9641,9.2056
CWWDL_13503,42,351.0665,0.2271,59.5097,0.0789,0.8346,0.0002,-2.8376,0.008,-3.0825,0.0079,112.0703,0.0147,-1.511,0.0043,33,0.07,7.52,15,-43.4102,10.8979,7.9592
CWWDL_13504,21,356.8832,0.0155,60.5098,0.0006,0.4693,0.0006,-2.5957,0.0251,-1.9718,0.0879,115.1425,0.0041,-1.3917,0.0003,17,-0.58,8.3,1,-21.664,,0
CWWDL_13505,21,12.1425,0.0656,61.2557,0.0007,0.4503,0.0001,-2.8071,0.2259,-0.8345,0.0714,122.587,0.0152,-1.6139,0.0007,14,0.3,8.66,0,,,
CWWDL_13509,45,35.6333,0.2349,59.0241,0.056,0.4595,0.0005,-0.4915,0.2428,-0.8213,0.1567,134.4296,0.0168,-1.7988,0.0006,28,0.23,7.07,1,-62.211,,0
CWWDL_13510,33,19.8903,0.2168,60.9805,0.0411,0.4672,0.0003,-1.233,0.0117,-0.2187,0.023,126.3376,0.0111,-1.705,0.0013,29,0.44,7.58,1,-11.826,,0
CWWDL_13511,30,34.1221,0.2592,59.4195,0.0939,0.4761,0.0008,-0.816,0.1145,-0.8243,0.0523,133.5685,0.023,-1.6841,0.0024,21,0.35,5.78,0,,,
CWWDL_13513,29,34.754,0.0434,60.0839,0.0023,0.4601,0.0002,-0.7842,0.1221,-0.484,0.093,133.6515,0.0121,-0.9523,0.001,14,-0.28,6.11,0,,,
CWWDL_13518,23,32.6255,0.0373,58.3543,0.0026,0.4603,0.0005,-0.8768,0.2806,-0.9374,0.1359,133.1658,0.0123,-2.9376,0.0006,17,0.07,6.95,0,,,
CWWDL_13519,22,35.0963,0.0969,59.011,0.0043,0.446,0.0001,-0.7472,0.0951,-0.7194,0.03,134.1741,0.0294,-1.9051,0.0006,14,0.07,7.61,0,,,
CWWDL_13520,22,34.7662,0.0347,59.8963,0.0034,0.4478,0.0002,-0.803,0.1,-0.5919,0.1224,133.7196,0.0108,-1.1272,0.0013,11,-0.4,7.7,0,,,
CWWDL_13522,20,35.6142,0.0498,59.7829,0.0015,0.4492,0.0003,-0.3554,0.3939,-0.6485,0.0911,134.159,0.0136,-1.0898,0.0005,12,-0.28,7.79,0,,,
CWWDL_13524,113,39.4965,1.6149,58.5773,0.0635,0.4432,0.0002,-0.0976,0.2174,-0.8275,0.1025,136.4555,0.4978,-1.4613,0.005,54,0.44,7.76,6,-30.3632,37.7021,26.4425
CWWDL_13527,40,39.0191,0.5548,58.4244,0.1231,0.4493,0.0002,-0.1513,0.1333,-0.9365,0.0632,136.2856,0.0964,-1.7067,0.0008,27,0.44,5.3,2,18.591,38.3973,27.151
CWWDL_13531,35,40.6119,0.1421,58.0658,0.0083,0.4393,0.0001,0.1119,0.2326,-0.802,0.1383,137.1974,0.0467,-1.6971,0.0014,22,0.44,6.89,2,-48.5835,9.7093,6.8655
CWWDL_13537,40,90.6768,0.125,23.1731,0.1048,0.9747,0.0005,2.562,0.0337,-2.9495,0.0111,186.9083,0.0098,0.3963,0.0143,38,-0.28,6.53,18,-3.9858,13.8693,10.9513
CWWDL_13538,20,100.5743,0.0063,2.978,0.015,0.4639,0.0003,-0.9576,0.0163,-0.4338,0.0128,209.2396,0.0207,-0.6732,0.0006,18,-0.28,6.41,1,20.751,,0
CWWDL_13542,24,117.1632,0.0086,-25.3129,0.0168,0.4471,0.0002,-1.535,0.0183,1.4486,0.2126,241.7721,0.0234,0.2182,0.0003,18,-0.88,7.97,0,,,
CWWDL_13543,23,116.5616,0.0013,-26.2003,0.0018,0.4787,0.0007,-3.7207,0.0467,3.0638,0.0582,242.2652,0.0025,-0.6971,0.0003,17,0.2,7.22,1,25.661,,0
CWWDL_13544,65,116.1,0.1555,-24.9044,0.1777,0.9215,0.0008,-3.4076,0.0119,2.9224,0.0172,240.93,0.0418,-0.4073,0.0098,54,0.07,6.89,57,27.6517,9.9334,7.0612
CWWDL_13548,42,132.6873,0.0391,-46.1491,0.0411,0.4849,0.0003,-4.7809,0.2844,5.0565,0.2521,265.9791,0.0588,-1.2698,0.0011,26,-0.88,8.36,2,32.8675,13.2038,9.3365
CWWDL_13550,32,127.4942,0.1497,-41.9223,0.1296,0.8069,0.0004,-5.3982,0.0533,4.9714,0.052,260.3528,0.0267,-1.6407,0.0016,30,0.4,5.9,14,18.09,19.6943,14.4949
CWWDL_13551,30,133.5422,0.0202,-47.4672,0.0143,0.4462,0.0001,-5.0655,0.2319,4.4081,0.3313,267.3673,0.0231,-1.6621,0.0004,12,0.4,7.67,0,,,
CWWDL_13552,23,131.6663,0.0143,-45.8773,0.0174,0.4772,0.0002,-4.9523,0.1167,5.1101,0.3013,265.3211,0.0227,-1.6485,0.0017,18,0.35,6.26,1,128.973,,0
CWWDL_13560,21,140.132,0.0101,-50.8704,0.0047,0.4711,0.0002,-4.992,0.2919,3.7824,0.2005,272.784,0.0062,-0.778,0.0026,18,0.4,6,0,,,
CWWDL_13561,22,142.748,0.0047,-51.4482,0.004,0.5405,0.0004,-5.6478,0.0489,4.2016,0.1086,274.3644,0.0054,-0.0515,0.0004,15,0.12,6.23,0,,,
CWWDL_13562,26,149.3117,0.0134,-55.5457,0.002,0.4457,0.0001,-6.3009,0.0899,3.4206,0.1519,279.9898,0.0044,-0.6332,0.0019,19,0.32,6.92,1,28.165,,0
CWWDL_13575,25,165.758,0.0184,-60.4856,0.0014,0.4557,0.0002,-6.2261,0.3418,2.121,0.1367,289.9622,0.0055,-0.3729,0.0004,16,0.12,6.95,2,14.213,14.8238,10.482
CWWDL_13579,23,168.326,0.0194,-61.1098,0.0022,0.4542,0.0001,-6.4887,0.1769,1.7005,0.1929,291.3589,0.0057,-0.4626,0.0011,13,-0.58,6.23,0,,,
CWWDL_13583,29,177.9277,0.2114,-62.6454,0.0219,0.4445,0.0002,-5.5833,0.0836,0.8191,0.0266,296.132,0.009,-0.565,0.0005,21,0.07,7.73,3,4.1213,29.731,22.8864
CWWDL_13584,28,177.9114,0.1564,-62.7548,0.0215,0.4388,0.0001,-5.8677,0.1922,0.5974,0.0808,296.1498,0.0045,-0.6731,0.0009,24,-0.58,6.42,0,,,
CWWDL_13587,31,178.8414,0.0093,-62.635,0.001,0.4502,0.0002,-5.9147,0.1587,0.4602,0.1474,296.539,0.0021,-0.4614,0.0009,16,0.4,7.58,1,-13.218,,0
CWWDL_13588,29,174.3698,0.0162,-61.2289,0.0015,0.4757,0.0002,-6.4538,0.2421,0.9669,0.1068,294.1518,0.0042,0.3756,0.001,17,-0.04,7.64,1,-54.339,,0
CWWDL_13592,20,178.5554,0.0032,-61.9619,0.0002,0.4889,0.0005,-4.9399,0.0597,1.222,0.0581,296.2627,0.0007,0.1667,0.0002,15,-0.88,7.82,0,,,
CWWDL_13594,20,175.9975,0.0259,-62.0758,0.0011,0.4405,0.0001,-6.1166,0.1485,0.7707,0.1601,295.1247,0.0055,-0.2309,0.0012,12,0.07,6.48,0,,,
CWWDL_13595,102,187.3855,0.0619,-62.4579,0.0023,0.4544,0.0002,-6.2623,0.198,-0.2683,0.0708,300.4036,0.0138,0.3061,0.0018,79,-0.28,7.46,4,-24.499,15.3735,12.1855
CWWDL_13596,22,186.0092,0.0681,-62.3293,0.0002,0.4395,0.0001,-5.5542,0.3101,-0.0365,0.0874,299.7567,0.0143,0.3731,0.0006,11,0.44,6.51,0,,,
CWWDL_13599,23,200.8737,0.0148,-63.3946,0.0013,0.4401,0.0001,-5.7821,0.2817,-1.531,0.2574,306.512,0.0031,-0.746,0.0011,11,-0.4,7.91,1,-11.964,,0
CWWDL_13613,30,230.6147,0.0876,-58.2163,0.0414,0.6021,0.0003,-3.9594,0.0154,-5.8749,0.01,321.749,0.0028,-0.973,0.001,24,0.27,7.58,8,-7.7739,40.2557,34.2237
CWWDL_13623,39,248.7831,0.0028,-47.9665,0.0022,0.5831,0.0004,-3.0526,0.024,-3.1791,0.036,336.6152,0.0028,-0.275,0.0006,31,-0.28,8,4,-41.196,22.9437,16.3175
CWWDL_13625,23,251.2309,0.0022,-46.5619,0.0021,0.4641,0.0002,-0.3979,0.0163,-1.702,0.0614,338.7683,0.0027,-0.5842,0.0004,18,0.42,5.95,1,-46.626,,0
CWWDL_13627,20,251.3505,0.0005,-46.7467,0.0014,0.456,0.0001,-2.4585,0.1427,-4.1661,0.0948,338.6817,0.0011,-0.7669,0.0005,17,0.44,5.85,0,,,
CWWDL_13630,20,255.453,0.0023,-44.2611,0.0016,0.4478,0.0001,-1.4877,0.2741,-3.2976,0.2839,342.4249,0.0025,-1.4244,0.0002,11,0.4,7.1,2,6.6885,0.3203,0.2265
CWWDL_13632,28,258.6,0.0274,-39.5012,0.0437,0.4701,0.0003,-0.9634,0.2751,-2.5752,0.2016,347.6401,0.0015,-0.4523,0.0008,11,-0.4,8.27,2,-22.583,1.0437,0.738
