GLON,GLAT,Diam-a,Diam-b,Name,Class1,Class2,recno,RA_ICRS,DE_ICRS
334.26,5.42,1.1,1.1,Ryu 43                                                                                                          ,OC   ,     ,9591,240.50899,-45.54185
334.27,1.43,0.7,0.7,Ryu 44                                                                                                          ,OC   ,     ,9592,244.49582,-48.4636
334.38,-2.17,0.9,0.9,Ryu 310                                                                                                         ,OC   ,     ,9594,248.60556,-50.89413
334.51,-1.19,4.0,4.0,"FSR 1725,MWSC 2420                                                                                              ",OC   ,     ,9597,247.6174,-50.13094
334.52,-4.0,1.0,1.0,Ryu 311                                                                                                         ,OC   ,     ,9598,250.94788,-52.0069
334.54,-4.76,0.8,0.8,Ryu 45                                                                                                          ,OC   ,     ,9601,251.91441,-52.48419
334.54,1.06,6.0,5.0,"Lynga 9,OCL 966,BH 189,ESO 226-2,FSR 1726,MWSC 2389                                                             ",OC   ,     ,9602,245.17783,-48.53807
334.64,-5.58,1.4,1.4,Ryu 46                                                                                                          ,OC   ,     ,9603,253.06255,-52.92963
334.78,-0.19,1.9,1.9,"LS 358,La Serena 358                                                                                            ",OC   ,     ,9609,246.78774,-49.24504
334.84,-3.56,1.0,1.0,Ryu 313                                                                                                         ,OC   ,     ,9610,250.74782,-51.47755
334.84,16.48,25.0,25.0,MWSC 4210                                                                                                       ,OC   ,     ,9612,231.96028,-36.521
334.88,15.26,29.0,29.0,MWSC 4211                                                                                                       ,OC   ,     ,9613,232.89963,-37.4839
334.91,-0.19,12.0,12.0,"NGC 6134,Melotte 146,Collinder 303,OCL 968,BH 191,ESO 226-9,MWSC 2412                                           ",OC   ,     ,9615,246.92581,-49.15144
334.92,-6.16,5.0,5.0,"FSR 1729,MWSC 2492                                                                                              ",OC   ,     ,9616,254.10412,-53.07493
335.09,-0.31,11.0,11.0,"Hogg 19,OCL 969,ESO 226-11,MWSC 2415                                                                            ",OC   ,     ,9621,247.24852,-49.10448
335.22,-1.42,14.0,14.0,"NGC 6167,Harvard 11,Collinder 305,OCL 971,BH 192,ESO 226-16,MWSC 2425                                           ",OC   ,     ,9627,248.63097,-49.76846
335.27,-3.54,1.0,1.0,Ryu 316                                                                                                         ,OC   ,     ,9628,251.17217,-51.13958
335.43,-4.48,0.8,0.8,Ryu 47                                                                                                          ,OC   ,     ,9633,252.48846,-51.62352
335.45,-6.25,5.5,5.5,"NGC 6253,Melotte 156,Collinder 321,OCL 972,BH 207,ESO 180-2,FSR 1730,MWSC 2502                                  ",OC   ,     ,9634,254.7601,-52.7156
335.51,2.69,1.9,1.9,Ryu 48                                                                                                          ,OC   ,     ,9636,244.50626,-46.69637
335.54,-3.24,0.8,0.8,Ryu 319                                                                                                         ,OC   ,     ,9637,251.08999,-50.73963
335.69,-3.46,8.0,6.5,"Lynga 12,OCL 973,ESO 226-22,MWSC 2456                                                                           ",OC   ,     ,9642,251.50808,-50.76895
335.77,2.6,1.6,1.6,Ryu 50                                                                                                          ,OC   ,     ,9643,244.86805,-46.57869
335.96,-27.35,22.0,22.0,MWSC 4486                                                                                                       ,OC   ,     ,9648,291.00796,-60.72118
336.06,0.6,0.7,0.7,Ryu 321                                                                                                         ,OC   ,     ,9651,247.26504,-47.7745
336.15,3.25,1.2,1.2,Ryu 322                                                                                                         ,OC   ,     ,9653,244.60064,-45.84911
336.22,0.35,0.8,0.8,Ryu 51                                                                                                          ,OC   ,     ,9657,247.69902,-47.8304
336.24,2.51,0.8,0.8,Ryu 324                                                                                                         ,OC   ,     ,9658,245.44349,-46.31158
336.25,1.61,0.8,0.8,Ryu 52                                                                                                          ,OC   ,     ,9659,246.38645,-46.93667
336.34,-2.22,1.0,1.0,Ryu 325                                                                                                         ,OC   ,     ,9663,250.70344,-49.46783
336.35,-1.45,0.8,0.8,Ryu 53                                                                                                          ,OC   ,     ,9664,249.82931,-48.95121
336.37,0.19,1.1,1.1,"VVV 74,VVV-CL 074                                                                                               ",OC   ,     ,9666,248.02571,-47.83055
336.46,-1.74,1.1,1.1,Ryu 54                                                                                                          ,OC   ,     ,9672,250.27132,-49.0613
336.46,0.85,1.3,1.3,"Patchick 94,DSH J1629.5-4718,MWSC 2418                                                                          ",OC   ,     ,9673,247.40523,-47.31242
336.48,-3.46,0.8,0.8,Ryu 55                                                                                                          ,OC   ,     ,9674,252.30649,-50.16598
336.51,0.58,1.0,1.0,Ryu 326                                                                                                         ,OC   ,     ,9678,247.74572,-47.46161
336.52,20.3,22.0,22.0,MWSC 5289                                                                                                       ,OC   ,     ,9681,230.82102,-32.48961
336.58,-1.7,1.7,1.7,"VVV 84,VVV-CL 084                                                                                               ",OC   ,     ,9688,250.34639,-48.94484
336.68,0.34,0.7,0.7,Ryu 57                                                                                                          ,OC   ,     ,9690,248.17686,-47.50156
336.74,-4.91,1.6,1.6,Ryu 1                                                                                                           ,OC   ,     ,9694,254.33429,-50.8786
336.78,1.81,1.5,1.5,Ryu 58                                                                                                          ,OC   ,     ,9695,246.71513,-46.41725
336.85,3.06,1.0,1.0,"Patchick 91,DSH J1622.0-4529                                                                                    ",OC   ,     ,9697,245.50226,-45.4918
337.0,-29.5,18.0,18.0,MWSC 5723                                                                                                       ,OC   ,     ,9704,295.51714,-60.01997
337.01,1.0,0.7,0.7,Ryu 60                                                                                                          ,OC   ,     ,9706,247.79964,-46.80969
337.01,-1.16,1.1,1.1,"VVV 82,VVV-CL 082                                                                                               ",OC   ,     ,9707,250.16394,-48.26526
