"name","N_ucc","ucc_plx","ucc_pm_disp","N_h23","h23_plx","h23_pm_disp","h23_r50","CMDCl50","N_cg20","cg20_plx","cg20_pm_disp","cg20_r50","CST","C_lkl","C_dens","N_50","r_50_pc"
"fsr0245",58,0.702,0.431,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.7,58,2.2
"hsc640",391,0.72,0.669,271.0,0.656,0.399,9.64,0.051,"nan","nan","nan","nan",20.67103662,1.0,0.69,391,3.39
"ngc7050",80,0.279,0.225,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.63,0.41,80,11.26
"db200117",101,0.693,0.592,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.43,101,4.37
"cwnu1148",94,0.989,0.215,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.97,0.58,94,4.35
"db200118",102,0.702,0.599,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.5,102,4.31
"rsg5",218,2.995,0.332,170.0,2.962,0.325,4.2,0.996,162.0,2.948,0.435,5.14,18.19130817,1.0,1.0,218,3.79
"oc0131",73,0.655,0.208,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,1.0,73,1.95
"fsr0248",136,0.597,0.493,28.0,0.563,0.235,4.52,0.867,"nan","nan","nan","nan",6.73274233,0.89,0.37,136,6.48
"fsr0249",27,0.652,0.165,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,1.0,27,0.58
"upk118",28,1.094,0.098,32.0,1.058,0.165,4.26,0.976,"nan","nan","nan","nan",7.80122611,0.86,0.51,28,6.99
"steine20",131,0.43,0.187,82.0,0.394,0.18,1.51,0.989,"nan","nan","nan","nan",9.34071957,0.9,0.67,131,3.38
"cwwdl3025",171,0.417,0.203,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.89,0.62,171,5.3
"ubc1110",39,0.441,0.064,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.87,1.0,39,2.24
"ubc586",26,0.39,0.059,60.0,0.355,0.159,6.61,0.857,36.0,0.343,0.222,5.65,6.50895345,0.71,0.66,26,13.13
"db200120",242,0.334,0.883,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.41,242,6.97
"dolidze45",25,0.18,0.317,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.31,0,3.88
"upk119",68,1.308,0.204,67.0,1.277,0.271,3.42,0.994,24.0,1.274,0.134,2.7,10.30678444,0.66,0.91,68,4.07
"ubc1111",32,0.221,0.079,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.47,32,28.17
"sai137",40,0.249,0.276,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.08,0.35,40,5.72
"upk120",45,1.506,0.197,71.0,1.484,0.379,5.65,0.484,"nan","nan","nan","nan",9.61638715,0.81,0.6,45,4.06
"fsr0250",25,0.286,0.762,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.27,0,3.05
"cwnu1694",49,0.49,0.141,21.0,0.474,0.104,5.52,0.902,"nan","nan","nan","nan",5.13118814,0.28,0.55,49,4.57
"cwnu460",39,0.915,0.126,53.0,0.882,0.249,2.36,0.681,"nan","nan","nan","nan",6.203518,0.23,0.82,39,3.15
"oc0132",156,0.454,0.316,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.98,0.53,156,6.28
"fsr0251",25,0.665,0.215,37.0,0.625,0.236,0.97,0.222,"nan","nan","nan","nan",6.30345111,0.57,0.76,0,0.57
"wit4",230,0.162,0.331,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.48,230,14.72
"cwnu2806",87,0.3,0.138,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.53,87,12.31
"fof1771",124,0.478,0.143,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.85,124,2.86
"oc0133",190,0.475,0.175,119.0,0.452,0.143,2.96,0.986,"nan","nan","nan","nan",14.43790174,0.91,0.74,190,4.29
"cwwdl3021",157,0.477,0.16,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.96,0.83,157,3.54
"hsc643",596,0.312,0.397,35.0,0.3,0.153,3.03,0.875,"nan","nan","nan","nan",6.72972649,0.93,0.5,596,8.95
"db200122",528,0.305,0.488,27.0,0.285,0.146,0.41,0.317,18.0,0.246,0.442,2.08,3.34482797,1.0,0.52,528,8.77
"upk121",40,1.052,0.162,74.0,0.992,0.265,8.14,0.039,"nan","nan","nan","nan",8.60170879,0.76,0.53,40,8.35
"mwsc5804",25,0.329,1.502,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.3,0,5.04
"fsr0253",37,0.193,0.215,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.23,0.39,37,8.74
"fsr0254",54,0.258,0.281,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.31,0.41,54,7.22
"hsc644",125,0.3,0.182,49.0,0.29,0.178,5.25,0.861,"nan","nan","nan","nan",4.79525927,0.83,0.54,125,8.63
"hsc645",31,0.482,0.106,20.0,0.458,0.206,3.16,0.975,"nan","nan","nan","nan",5.0488184,0.5,0.51,31,4.83
"cwnu2253",38,0.454,0.112,20.0,0.432,0.115,5.53,0.576,"nan","nan","nan","nan",5.62822771,0.15,0.63,38,4.93
"ascc113",379,1.795,0.305,491.0,1.767,0.332,5.6,0.999,175.0,1.764,0.193,5.24,32.27412782,1.0,1.0,379,4.96
"fsr0255",140,0.399,0.431,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.98,0.47,140,7.07
"cwwdl14315",370,1.796,0.295,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,1.0,370,5.02
"ubc1112",71,0.36,0.075,73.0,0.331,0.131,2.95,0.997,"nan","nan","nan","nan",9.42824411,0.86,0.98,71,5.66
"cwnu51",77,0.358,0.098,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.9,0.81,77,4.63
"berkeley54",1641,0.192,0.443,298.0,0.158,0.233,3.98,0.175,87.0,0.112,0.195,4.8,20.63795634,1.0,0.61,1641,7.88
"ngc7063",253,1.522,0.359,206.0,1.489,0.377,2.02,0.995,64.0,1.478,0.207,1.42,18.96440728,1.0,0.97,253,3.04
"berkeley89",751,0.29,0.281,351.0,0.278,0.151,2.91,0.95,176.0,0.25,0.203,3.07,27.28207137,1.0,0.65,751,4.61
"lisciii3723",25,2.936,0.561,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.57,0.71,0,1.82
"cwnu1883",25,0.56,0.284,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.52,0.34,0,1.97
"hsc647",28,0.264,0.17,558.0,0.218,0.563,7.88,0.037,"nan","nan","nan","nan",4.54741917,0.2,0.38,28,6.94
"cwnu1641",25,0.437,0.35,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.19,0.33,0,1.66
"upk122",41,1.117,0.252,25.0,1.091,0.229,4.17,0.999,"nan","nan","nan","nan",6.78334293,0.91,0.43,41,7.53
"cwnu1493",25,0.477,0.109,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.48,24,6.28
"teutsch309",30,0.348,0.118,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.41,0.47,30,8.28
"hsc648",32,0.538,0.074,53.0,0.5,0.137,3.89,0.641,"nan","nan","nan","nan",5.57164813,0.19,0.63,32,3.89
"hsc649",45,0.365,0.117,35.0,0.364,0.131,1.92,0.313,"nan","nan","nan","nan",4.48465539,0.36,0.69,45,1.91
"fsr0258",92,0.425,0.148,62.0,0.402,0.153,1.47,0.653,"nan","nan","nan","nan",10.23218614,0.56,0.63,92,3.56
"oc0134",61,0.428,0.126,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.43,0.66,61,1.43
"ubc587",173,0.324,0.13,138.0,0.295,0.164,6.5,0.193,26.0,0.286,0.153,6.47,16.61423791,0.99,0.85,173,8.53
"cwnu1880",94,0.387,0.154,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.56,94,6.16
"ubc144",130,0.709,0.143,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.82,130,2.91
"fof2253",167,0.705,0.209,132.0,0.677,0.196,2.77,0.993,105.0,0.672,0.241,3.13,16.25232537,1.0,0.6,167,2.81
"hsc651",39,0.643,0.178,32.0,0.615,0.215,3.32,0.995,"nan","nan","nan","nan",4.87147366,0.89,0.41,39,6.97
"cwwdl12285",160,0.706,0.204,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.62,160,2.76
"cwwdl11645",25,0.38,0.325,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.35,0.28,0,2.6
"cwnu2594",93,0.435,0.171,52.0,0.412,0.176,2.92,0.366,"nan","nan","nan","nan",10.34290677,0.81,0.72,93,3.88
"hsc652",41,0.315,0.129,16.0,0.278,0.125,1.79,0.918,"nan","nan","nan","nan",3.33130603,0.46,0.61,41,4.62
"patchick89",154,0.169,0.378,36.0,0.124,0.185,1.8,0.099,"nan","nan","nan","nan",4.66547776,1.0,0.46,154,6.2
"ubc1113",74,0.306,0.095,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.79,0.88,74,5.7
"hsc653",25,0.428,0.398,45.0,0.398,0.307,6.6,0.223,"nan","nan","nan","nan",3.78586995,0.12,0.23,0,1.9
"teutsch311",105,0.301,0.172,78.0,0.27,0.161,3.15,0.955,"nan","nan","nan","nan",11.57799109,0.98,0.59,105,3.38
"fsr0260",46,0.435,0.211,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.94,0.56,46,1.2
"hsc654",162,0.322,0.174,70.0,0.298,0.12,2.85,0.491,"nan","nan","nan","nan",12.1416835,0.54,0.64,162,4.43
"upk126",63,1.202,0.248,59.0,1.179,0.275,1.05,0.36,34.0,1.177,0.456,1.2,8.3872009,0.98,0.52,63,1.21
"cwnu1904",29,0.373,0.082,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.16,0.68,29,3.59
"hsc655",29,0.214,0.148,3047.0,0.201,0.785,18.28,0.091,"nan","nan","nan","nan",23.77290703,0.48,0.42,29,6.52
"ubc376",44,0.399,0.069,84.0,0.37,0.153,2.64,0.709,31.0,0.367,0.16,2.19,11.65110407,0.31,0.98,44,4.96
"cwwdl3117",74,0.407,0.106,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.75,0.77,74,2.57
"cwnu1302",354,0.316,0.25,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.87,0.61,354,6.08
"fsr0261",395,0.315,0.271,72.0,0.296,0.129,3.44,0.155,"nan","nan","nan","nan",12.62455808,0.86,0.59,395,6.74
"hsc656",34,0.447,0.09,14.0,0.419,0.084,0.82,0.997,"nan","nan","nan","nan",4.74045263,0.78,0.72,34,4.56
"hsc657",32,0.381,0.084,51.0,0.357,0.143,3.36,0.718,"nan","nan","nan","nan",6.146707,0.15,0.64,32,5.57
"dolidze55",50,0.196,0.178,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.43,50,10.83
"hsc658",29,0.925,0.137,30.0,0.906,0.183,2.82,0.945,"nan","nan","nan","nan",8.67160936,0.1,0.56,29,2.86
"hsc659",25,0.401,0.121,14.0,0.382,0.146,2.18,0.74,"nan","nan","nan","nan",3.10769733,0.17,0.52,25,3.92
"cwnu1757",34,0.426,0.109,39.0,0.394,0.194,4.35,0.574,"nan","nan","nan","nan",4.34724176,0.71,0.63,34,3.82
"hsc660",65,0.349,0.125,100.0,0.292,0.225,8.15,0.046,"nan","nan","nan","nan",7.90952193,0.15,0.67,65,6.0
"ngc7024",135,0.862,0.207,147.0,0.827,0.381,2.15,0.994,32.0,0.81,0.165,1.6,12.4624751,1.0,0.66,135,3.44
"steine1",201,0.189,0.354,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.47,201,10.77
"hsc661",25,1.701,0.225,33.0,1.669,0.437,6.98,0.98,"nan","nan","nan","nan",8.16656382,0.6,0.67,24,3.92
"hsc662",29,1.279,0.195,22.0,1.25,0.191,1.59,0.765,"nan","nan","nan","nan",4.16210151,0.8,0.58,29,2.14
"hsc641",27,4.466,0.728,11.0,4.522,0.792,9.12,0.998,"nan","nan","nan","nan",4.87065004,0.72,0.52,27,5.94
"hsc663",40,0.27,0.109,21.0,0.237,0.15,7.06,0.176,"nan","nan","nan","nan",3.77490005,0.46,0.57,40,8.73
"cwnu1682",34,0.421,0.107,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.54,34,8.15
"cwwdl566",51,0.509,0.063,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.97,51,2.51
"ubc145",50,0.509,0.065,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,1.0,50,2.8
"fof876",106,0.509,0.12,95.0,0.479,0.146,2.89,0.987,48.0,0.475,0.094,3.0,12.77447754,1.0,0.72,106,2.86
"cwnu1911",25,0.399,0.372,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.27,0.25,0,2.99
"hsc665",54,0.338,0.133,43.0,0.306,0.15,1.22,0.301,"nan","nan","nan","nan",8.52079909,0.15,0.69,54,2.67
"berkeley88",108,0.166,0.246,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.47,108,8.59
"fof1768",25,0.343,0.123,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.47,1.0,0,0.76
"teutsch173",131,0.202,0.26,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.89,0.47,131,10.08
"ubc1114",25,0.221,0.147,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.33,0.41,0,10.14
"hsc667",47,0.757,0.18,32.0,0.739,0.148,4.33,0.169,"nan","nan","nan","nan",6.37971617,0.78,0.44,47,4.57
"ubc146",373,0.463,0.131,260.0,0.436,0.135,3.48,0.984,145.0,0.423,0.148,3.55,23.71829844,1.0,1.0,373,6.28
"steine19",42,0.326,0.183,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.44,0.42,42,4.91
"cwwdl3018",324,0.463,0.165,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.87,324,3.96
"upk127",492,1.248,0.436,222.0,1.22,0.436,2.98,0.178,"nan","nan","nan","nan",22.94642704,1.0,0.69,492,3.01
"cwnu1199",38,3.099,0.987,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.47,38,4.05
"ocsn23",229,2.877,0.379,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,1.0,229,5.27
"berkeley90",189,0.377,0.192,165.0,0.339,0.194,3.25,0.199,82.0,0.306,0.222,3.18,12.41740542,1.0,0.78,189,4.24
"cwwdl3118",49,0.488,0.144,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.68,49,1.97
"cwnu336",50,0.673,0.199,40.0,0.675,0.208,3.71,0.893,"nan","nan","nan","nan",5.10871319,0.34,0.49,50,3.98
"ubc588",32,0.614,0.07,51.0,0.591,0.176,3.01,0.09,23.0,0.566,0.131,2.9,7.83986063,0.2,0.81,32,3.46
"ubc147",26,0.477,0.083,107.0,0.447,0.203,4.87,0.764,53.0,0.437,0.218,4.59,12.59630231,0.38,0.66,26,6.28
"hsc669",33,0.418,0.168,21.0,0.4,0.172,3.46,0.135,"nan","nan","nan","nan",3.76299321,0.69,0.43,33,4.11
"oc0135",205,0.44,0.134,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.64,0.91,205,3.64
"ubc148",35,0.465,0.052,200.0,0.423,0.239,5.0,0.961,69.0,0.414,0.143,4.81,11.85176353,0.79,0.9,35,5.19
"fof506",209,0.44,0.137,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.52,0.87,209,3.7
"cwwdl3019",28,0.47,0.046,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.87,0.91,28,2.79
"qc3",206,0.44,0.136,191.0,0.404,0.153,3.44,0.085,"nan","nan","nan","nan",19.53894469,0.63,0.87,206,3.64
"ubc1115",93,0.449,0.121,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.45,0.81,93,5.12
"qc4",123,0.448,0.171,107.0,0.421,0.203,2.36,0.995,"nan","nan","nan","nan",10.58839935,0.57,0.71,123,3.7
"oc0136",62,1.287,0.338,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.42,62,1.79
"herbig1",1604,0.314,0.841,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.52,1604,8.06
"fsr0264",25,0.349,0.623,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.09,0.26,0,3.92
"cbjc7",573,0.274,0.411,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.41,0.48,573,8.92
"cwnu1187",46,2.219,0.382,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.38,0.65,46,7.91
"cbjc4",25,0.229,0.122,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.13,0.4,19,8.76
"cbjc8",25,0.409,0.061,73.0,0.377,0.171,5.27,0.049,"nan","nan","nan","nan",5.26853595,0.15,0.61,25,5.12
"teutsch314",25,0.365,0.369,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.32,0.27,0,2.23
"cwnu2830",25,0.421,0.06,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.08,0.59,24,4.97
"cwnu2882",25,0.342,0.082,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.11,0.58,20,7.57
"ngc6996",714,1.157,0.351,558.0,1.13,0.326,2.4,0.938,"nan","nan","nan","nan",32.17279229,1.0,0.73,714,3.29
"ngc6997",675,1.159,0.338,"nan","nan","nan","nan","nan",88.0,1.132,0.241,1.56,"nan",1.0,0.72,675,3.24
"fsr0265",89,0.297,0.333,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.38,89,6.46
"oc0137",25,0.566,0.101,31.0,0.536,0.191,3.34,0.137,"nan","nan","nan","nan",5.55284115,0.56,0.72,25,3.49
"cwnu2173",38,0.57,0.075,29.0,0.533,0.136,6.94,0.392,"nan","nan","nan","nan",3.22485626,0.56,0.54,38,7.45
"fsr0266",25,0.325,0.63,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.28,0,3.4
"ngc6989",25,0.352,0.27,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.29,0.3,0,1.98
"teutsch22",312,0.243,0.158,236.0,0.218,0.146,3.5,0.925,84.0,0.2,0.21,2.51,22.74118731,1.0,0.73,312,3.83
"cwnu2467",40,0.394,0.087,109.0,0.361,0.171,4.66,0.983,"nan","nan","nan","nan",6.30736219,0.84,0.71,40,5.98
"cwnu1582",29,0.196,0.059,34.0,0.179,0.101,1.84,0.056,"nan","nan","nan","nan",4.15983387,0.23,0.88,29,2.37
"cwnu1959",45,0.421,0.12,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.47,45,8.57
"cwnu1796",25,0.441,0.341,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.27,0,2.51
"cwnu2534",45,0.342,0.112,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.51,0.59,45,6.21
"teutschj21168p4141",25,0.267,0.131,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.43,19,8.82
"steinej21017p4420",25,0.198,0.337,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.26,0.21,0,3.67
"cwwdl13016",90,0.613,0.168,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.81,0.55,90,5.31
"ngc6895",25,0.115,0.313,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.66,0.32,0,7.34
"fof1306",25,0.235,0.105,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.48,0.47,11,6.44
"cwnu2160",33,0.189,0.094,31.0,0.133,0.129,3.06,0.022,"nan","nan","nan","nan",3.6627825,0.42,0.8,33,3.85
"ubc1116",81,0.621,0.092,64.0,0.584,0.156,3.12,1.0,"nan","nan","nan","nan",10.3897633,0.91,0.79,81,7.35
"cwnu349",92,0.613,0.171,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.88,0.53,92,5.31
"ngc7044",1904,0.311,0.328,1276.0,0.278,0.221,2.36,0.821,658.0,0.27,0.235,3.07,99.0,1.0,0.82,1904,4.12
"cwwdl13756",25,0.474,0.271,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.1,0.29,0,2.95
"cwwdl3024",34,0.382,0.072,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.58,0.77,34,3.81
"ubc1117",35,0.386,0.051,44.0,0.352,0.096,4.0,0.993,"nan","nan","nan","nan",9.60472495,0.79,1.0,35,5.2
"berkeley56",1050,0.135,0.529,291.0,0.105,0.208,6.33,0.053,68.0,0.046,0.176,15.23,20.65251864,1.0,0.48,1050,6.25
"cwnu2495",28,0.22,0.067,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.08,0.79,28,3.7
"fof341",29,0.347,0.048,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.91,0.84,29,1.26
"ubc149",114,0.409,0.076,70.0,0.378,0.096,4.23,1.0,94.0,0.389,0.169,7.18,12.64759606,1.0,0.81,114,10.38
"cwnu1314",47,0.456,0.093,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.39,0.55,47,6.12
"cwnu2619",49,0.345,0.069,56.0,0.322,0.087,1.86,0.991,"nan","nan","nan","nan",10.81946441,0.99,0.83,49,1.1
"patchick67",54,0.251,0.544,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.67,0.29,54,5.79
"hsc672",34,0.478,0.102,44.0,0.431,0.177,2.62,0.878,"nan","nan","nan","nan",5.7603164,0.5,0.54,34,6.39
"cwnu2731",25,0.402,0.171,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.46,0.43,0,1.81
"fsr0270",262,0.425,0.124,245.0,0.399,0.128,3.26,0.976,"nan","nan","nan","nan",23.06665572,1.0,0.8,262,3.42
"collinder428",175,0.146,0.236,47.0,0.089,0.116,2.86,0.832,"nan","nan","nan","nan",8.80202489,0.99,0.5,175,5.38
"ubc1118",262,0.427,0.098,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,1.0,262,4.36
"fsr0271",25,0.213,0.312,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.21,0.28,0,4.51
"fsr0272",25,0.199,0.399,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.23,0,4.53
"fsr0273",25,0.248,0.139,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.12,0.42,18,4.81
"barkhatova1",84,0.515,0.093,103.0,0.484,0.151,2.52,0.963,47.0,0.472,0.126,2.64,13.2853288,0.95,0.74,84,2.54
"cwnu2408",25,0.475,0.228,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.34,0.34,0,2.27
"gulliver30",120,0.47,0.107,91.0,0.442,0.209,2.39,0.937,51.0,0.437,0.123,3.39,9.16104158,0.88,0.75,120,3.4
"hsc675",37,0.141,0.132,22.0,0.104,0.126,10.42,0.113,"nan","nan","nan","nan",4.87709908,0.61,0.49,37,8.25
"hsc677",25,0.228,0.304,16.0,0.185,0.146,7.64,0.044,"nan","nan","nan","nan",3.75094774,0.3,0.43,0,2.3
"hxhwl31",25,0.458,0.151,51.0,0.496,0.134,1.21,0.993,"nan","nan","nan","nan",7.34837504,0.46,0.36,0,2.67
"ubc1119",25,0.521,0.064,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.89,0.62,20,5.36
"cwnu2144",27,0.316,0.075,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.64,0.8,27,3.87
"ubc150",47,1.193,0.134,63.0,1.175,0.307,3.95,0.999,26.0,1.141,0.187,2.33,11.58999839,1.0,0.83,47,4.61
"hsc679",69,0.339,0.129,39.0,0.313,0.102,2.44,0.485,"nan","nan","nan","nan",9.82370803,0.53,0.72,69,4.46
"patchick63",25,0.288,0.336,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.19,0.23,0,2.02
"hsc680",25,2.623,0.718,15.0,2.952,1.122,2.53,0.64,"nan","nan","nan","nan",3.07485416,0.14,0.42,0,4.15
"lisc3287",30,0.587,0.073,227.0,0.566,0.155,9.73,0.998,"nan","nan","nan","nan",17.53977634,0.64,0.61,30,4.06
"hsc681",38,0.455,0.148,31.0,0.419,0.217,2.24,0.214,"nan","nan","nan","nan",3.94163754,0.32,0.54,38,3.84
"lisc1909",25,0.296,0.182,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.25,0.38,0,3.73
"cwwdl12290",96,0.595,0.097,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.0,0.76,96,5.38
"cwnu2360",25,0.501,0.334,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.54,0.31,0,2.32
"cwnu2172",25,0.627,0.384,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.51,0.29,0,2.37
"ubc151",83,0.602,0.071,"nan","nan","nan","nan","nan",77.0,0.565,0.146,5.25,"nan",1.0,0.72,83,9.13
"cwwdl14408",25,1.039,0.136,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.76,0.47,0,1.68
"upk131",27,1.041,0.094,112.0,1.022,0.388,5.51,0.993,42.0,1.013,0.179,3.2,11.81780655,0.49,0.49,27,2.65
"mwsc5373",25,0.197,0.68,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.37,0,6.5
"ubc377",25,0.36,0.051,"nan","nan","nan","nan","nan",23.0,0.32,0.11,4.15,"nan",0.74,0.52,13,15.51
"hsc682",104,0.287,0.104,109.0,0.248,0.198,4.48,0.108,"nan","nan","nan","nan",7.04016982,0.88,0.67,104,6.08
"cwwdl2520",25,0.288,0.143,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.57,0.62,0,2.53
"cwnu1390",25,0.284,0.085,52.0,0.264,0.17,4.08,0.613,"nan","nan","nan","nan",5.21008842,0.1,0.68,23,4.3
"ubc1120",25,0.511,0.048,33.0,0.483,0.113,5.46,0.995,"nan","nan","nan","nan",6.22792651,0.62,0.57,15,7.12
"lisc1908",25,0.379,0.174,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.55,0.43,0,2.84
"teutsch317",52,0.298,0.184,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.14,0.42,52,9.08
"cwwdl13501",25,0.513,0.152,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.4,0.35,0,2.61
"ubc1571",149,0.216,0.082,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.99,0.96,149,7.54
"teutsch315",63,0.237,0.2,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.24,0.43,63,7.0
"hsc684",25,0.582,0.327,22.0,0.567,0.174,5.01,0.362,"nan","nan","nan","nan",4.67960308,0.1,0.27,0,1.7
"ubc1121",38,0.316,0.049,42.0,0.292,0.17,2.82,0.055,"nan","nan","nan","nan",7.44195016,0.44,1.0,38,9.11
"cwnu1045",25,2.703,1.025,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.22,0.34,0,2.42
"teutschj21140p4401",25,0.208,0.243,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.11,0.34,0,3.5
